"cell_id","sector_name","sector_letter","sector_number","grid.grid"
13,"R13","R","13",list(c(-27.2402664905282, -27.2286567536278, -27.2286567536278, -27.2402664905282, -27.2402664905282, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
14,"R14","R","14",list(c(-27.2286567536278, -27.2170470167273, -27.2170470167273, -27.2286567536278, -27.2286567536278, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
15,"R15","R","15",list(c(-27.2170470167273, -27.2054372798269, -27.2054372798269, -27.2170470167273, -27.2170470167273, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
16,"R16","R","16",list(c(-27.2054372798269, -27.1938275429265, -27.1938275429265, -27.2054372798269, -27.2054372798269, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
17,"R17","R","17",list(c(-27.1938275429265, -27.1822178060261, -27.1822178060261, -27.1938275429265, -27.1938275429265, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
18,"R18","R","18",list(c(-27.1822178060261, -27.1706080691256, -27.1706080691256, -27.1822178060261, -27.1822178060261, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
19,"R19","R","19",list(c(-27.1706080691256, -27.1589983322252, -27.1589983322252, -27.1706080691256, -27.1706080691256, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
20,"R20","R","20",list(c(-27.1589983322252, -27.1473885953248, -27.1473885953248, -27.1589983322252, -27.1589983322252, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
21,"R21","R","21",list(c(-27.1473885953248, -27.1357788584243, -27.1357788584243, -27.1473885953248, -27.1473885953248, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
22,"R22","R","22",list(c(-27.1357788584243, -27.1241691215239, -27.1241691215239, -27.1357788584243, -27.1357788584243, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
23,"R23","R","23",list(c(-27.1241691215239, -27.1125593846235, -27.1125593846235, -27.1241691215239, -27.1241691215239, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
24,"R24","R","24",list(c(-27.1125593846235, -27.100949647723, -27.100949647723, -27.1125593846235, -27.1125593846235, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
25,"R25","R","25",list(c(-27.100949647723, -27.0893399108226, -27.0893399108226, -27.100949647723, -27.100949647723, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
26,"R26","R","26",list(c(-27.0893399108226, -27.0777301739222, -27.0777301739222, -27.0893399108226, -27.0893399108226, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
27,"R27","R","27",list(c(-27.0777301739222, -27.0661204370217, -27.0661204370217, -27.0777301739222, -27.0777301739222, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
28,"R28","R","28",list(c(-27.0661204370217, -27.0545107001213, -27.0545107001213, -27.0661204370217, -27.0661204370217, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
29,"R29","R","29",list(c(-27.0545107001213, -27.0429009632209, -27.0429009632209, -27.0545107001213, -27.0545107001213, 38.6404317698185, 38.6404317698185, 38.6494993297254, 38.6494993297254, 38.6404317698185))
30,"Q1","Q","1",list(c(-27.3795833333334, -27.367973596433, -27.367973596433, -27.3795833333334, -27.3795833333334, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
31,"Q2","Q","2",list(c(-27.367973596433, -27.3563638595325, -27.3563638595325, -27.367973596433, -27.367973596433, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
32,"Q3","Q","3",list(c(-27.3563638595325, -27.3447541226321, -27.3447541226321, -27.3563638595325, -27.3563638595325, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
33,"Q4","Q","4",list(c(-27.3447541226321, -27.3331443857317, -27.3331443857317, -27.3447541226321, -27.3447541226321, 38.6494993297254, 38.6494993297254, 38.6585657421841, 38.6585657421841, 38.6494993297254))
